,DV,E1,E2,E3,E4,E5,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15
1041,100.6797567,1.371186313,0.020877872,-0.826052718,-1.353174118,0.231572539,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1
1042,102.1863916,-1.534137829,-0.588856764,-0.554108253,-0.929124927,0.233823329,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
1043,100.3838265,-0.757475889,-0.834068771,0.62156016,-1.252134634,-0.088615899,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1044,102.9347528,-1.82702937,0.795070625,1.100732195,-1.238086566,-1.249096941,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
1045,102.7228488,0.081493879,0.156659525,0.782128406,-0.515563878,0.23140896,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0
1046,100.5515198,0.068076061,0.738033671,0.879718908,-0.279860251,0.806059431,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1047,100.5444721,0.675446975,-0.505058877,-1.625777959,0.418850407,-0.287718251,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0
1048,100.2428293,-0.312507757,-0.783754309,-1.625143505,-0.486423741,-0.852794054,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1
1049,103.3910881,0.317218011,0.594197895,-0.821294369,-0.379622633,-1.176020995,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1
1050,100.3983145,0.567887705,0.498414751,0.079385678,0.376310754,0.10444603,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1
1051,102.0832287,0.628952509,0.722866352,2.731084951,-0.680064739,-0.356246851,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
1052,101.8223513,0.368860647,1.175229814,2.194303651,-0.985934878,-0.144412869,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
1053,101.1731607,0.1963887,-0.915583089,-1.662221299,1.207813294,-1.362056273,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0
1054,100.9962126,0.288462558,-0.693882612,-1.236073137,-0.253029192,0.087067846,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0
1055,100.4201362,-0.188508504,-0.002116811,-0.619459852,-0.632084941,0.544162301,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1056,101.7386525,0.504073455,-0.29105901,-1.492458007,-2.069352213,-0.396196274,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
1057,107.8393426,0.367323036,0.041984092,-0.788236779,-1.500374909,-0.332510874,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0
1058,101.1482479,-0.938380629,-1.160569201,-0.108127796,0.567869836,1.019442169,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1
1059,103.016427,-0.8694939,-0.634066691,-0.05409299,0.448548731,-0.96518621,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0
1060,101.6773799,0.195524793,-0.262126761,0.462293349,1.384396737,-1.92735993,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1061,101.4431295,-2.632257579,2.129015716,-0.667232653,0.786690553,-0.297854741,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1
1062,107.3681469,0.582543954,-0.546261475,-0.80247149,-0.710443158,-0.787524031,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1
1063,98.65940486,0.108196603,0.171808808,-1.177563807,0.63150694,0.470614588,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1
1064,100.6905921,0.931488717,1.389176504,-0.060426996,-2.125421622,0.529818534,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1
1065,101.1108107,-0.973304564,0.460744597,-0.918379618,0.453736975,-1.384975476,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1
1066,102.7710359,1.533785612,0.971468373,-0.965181855,-0.02671471,1.141200508,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
1067,100.4056355,0.441023351,0.344169556,-0.669498203,0.86871209,-0.545359119,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1
1068,99.28910815,-1.079438979,-2.303357846,-0.03342922,-0.160325343,-0.951166008,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0
1069,99.89825918,1.578597943,-0.296879024,-1.566667799,-0.836092514,-0.987171015,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1070,99.13112297,0.850065946,-0.157372185,0.207715707,-1.854173488,0.093960842,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0
1071,101.431641,0.741584275,-1.916511748,1.602196294,0.40874624,0.729439453,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1072,100.6404372,0.771151,-0.788924745,0.010689739,0.752806135,-0.661803159,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1
1073,101.6839819,-0.053812703,-1.322663152,-0.195614424,-0.356138617,-1.18516169,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1
1074,108.0003876,0.491858696,0.614758103,0.042724501,-1.153722551,-0.967620211,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
1075,102.0922355,0.98175453,0.088159762,0.29326644,1.39282514,-0.223602984,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
1076,102.3628339,-0.2564849,1.4768591,0.731569583,0.762776547,-0.50661958,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0
1077,98.82813268,-0.168321771,0.48692596,-0.541775092,0.33794943,0.159076824,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1
1078,101.1386068,-0.280714998,-0.791585879,0.090826248,0.775949355,-0.400749427,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0
1079,101.0655989,-1.541683954,-0.919036734,-1.507128776,0.714467969,-1.241153201,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0
1080,99.47470592,1.151626303,-1.751236337,-1.200620664,0.133982329,0.265523364,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0
1081,101.2473211,0.289849527,1.105776302,-0.719572898,0.860803488,-0.048711932,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
1082,103.4309083,0.489221721,1.913508058,-2.396894184,-1.665746311,0.466969519,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1
1083,99.46045385,-0.211454508,0.317464392,0.508282951,0.327656828,0.749255802,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1
1084,100.9518164,2.159991889,0.723475771,-0.743428091,-0.010170304,-0.816232236,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
1085,100.1153996,-0.185666319,-0.079254775,0.43270196,0.122374971,0.756630377,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0
1086,99.78098098,0.248524485,-1.000497533,-0.341420393,-0.27162066,1.452128896,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
1087,106.1798616,-1.474732812,-0.97004621,0.464655825,-0.653159397,-0.111115562,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0
1088,101.3988534,-0.533171573,0.858265235,0.516608533,-1.011187986,0.039791558,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0
1089,100.6898682,0.224581285,0.444160928,-0.764190433,-1.431689761,1.081496446,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
1090,101.3610282,0.923286642,0.464807697,0.158815018,-2.318246091,0.110697773,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1091,106.1829879,1.014508868,0.285285388,1.666587347,-1.585562201,-1.725104908,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0
1092,100.4026428,-0.850303077,-0.880909121,0.450653415,-0.572021832,-0.65533277,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0
1093,100.5706138,-0.439442335,-0.570714283,-0.290422058,0.779480793,-0.358304359,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0
1094,99.96534882,1.508517516,-0.030992525,0.351376256,0.718881779,1.461565511,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0
1095,101.5791377,1.045299323,0.272385597,-0.37048574,0.489984105,0.072294274,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1
1096,103.200563,0.349994861,0.390436416,-0.088860235,0.088507247,0.048147904,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
1097,99.7844421,0.973004427,1.474766996,0.883454625,0.278734351,0.700650235,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1
1098,100.3738055,0.36136176,1.033513964,0.962125574,-0.57402097,-0.813041676,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
1099,101.7259921,-1.877254111,-0.605317123,-0.716881075,-0.538509949,1.27761582,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1
1100,100.2495212,-1.751784675,-0.058471944,-1.130167962,-0.261586967,-1.205542959,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1101,103.0457286,-0.797314311,0.171609134,-1.162674745,-1.887952635,-1.145000984,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1
1102,100.9211651,0.250188767,-0.939250784,-0.918003964,1.197853904,0.964718381,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0
1103,99.95141733,-1.136091149,-0.248830781,-0.704302913,1.187749928,-0.028648224,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1
1104,101.4101923,0.783513702,-0.718506025,0.631989883,-0.182093859,-2.732120458,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1
1105,102.5790815,0.639458851,2.084258945,-0.183833985,-1.765851454,0.206683661,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1
1106,100.1809025,-0.778832691,0.262985079,-2.081270835,1.109285671,-0.525745922,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1
1107,102.5753504,-0.715158773,1.182480287,0.845520502,0.151000101,0.515724996,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0
1108,102.2602551,-0.699570964,1.366117144,-0.585784123,-0.906483377,0.123347021,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0
1109,100.1805982,-0.282750544,-1.485624316,-1.165069315,-1.236285678,0.000346357,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
1110,107.6745788,0.736497033,-0.369172778,2.896826285,1.305900848,-2.354557431,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1
1111,101.8065261,-0.790084349,1.652538281,1.272155929,1.398602642,-0.14536514,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1112,98.70099834,0.21316323,-1.034130257,1.08432787,0.188432348,1.398912224,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0
1113,100.7148562,-0.322783508,-0.237971855,-1.535149945,-1.371730465,-1.558872433,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1
1114,99.52340726,-0.817262273,-0.628782754,0.262250448,1.01373648,0.175586878,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1
1115,100.1688271,-0.505971754,0.250478932,-1.588160768,0.996382819,-1.188396368,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1
1116,101.4142986,0.994226496,0.249357988,0.148305533,0.683206415,-0.887170486,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
1117,102.4507078,-0.642437052,1.418371459,0.199122925,0.059883917,0.256683591,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1
1118,100.1028915,-0.615338506,-1.134025915,0.398017719,0.143017293,-0.712179115,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1
1119,101.6293977,0.886886778,-0.51402453,0.228422913,0.331046613,0.258838173,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0
1120,101.9273603,0.342721626,1.024862544,1.050832452,-1.262560599,0.423267682,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0
1121,99.90403642,0.176339197,-0.132261509,1.177015149,0.22348172,0.509310138,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1122,103.0996575,0.487960796,1.294476148,-1.558175022,-0.403489205,1.452267901,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
1123,102.3378437,0.173206411,1.15294887,0.018117819,-0.429579455,0.010375231,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
1124,102.0121604,-0.578527456,-0.064899063,-0.228100661,0.961830984,0.0208142,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1125,100.8525538,-0.444422127,-1.309717745,0.48945629,-0.402086125,-0.357565174,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1
1126,98.76003712,-0.587013026,0.187930375,-0.280739193,-0.079623558,2.490567879,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1
1127,102.0892985,1.667382045,-1.661433825,-0.870618459,-0.020401846,-1.011123929,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1
1128,100.0903686,1.847838803,-1.131046621,-1.066823332,-1.9774071,-1.632980973,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0
1129,101.3328596,1.26342913,1.236832341,-1.020130141,-2.16401859,-0.12998371,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0
1130,100.8744666,0.448709583,-0.269410398,0.43755588,0.802062985,-0.35234833,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
1131,100.0114531,0.502488572,0.434280974,-0.616694031,-1.155864373,-0.173248324,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1
1132,97.80778123,-0.833156134,-1.710278633,-0.710373388,-0.273119704,1.150029506,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
1133,106.7622008,0.663670866,0.770549776,-0.849796003,-0.071351724,-1.082989851,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1
1134,108.1065822,1.019048957,0.206258336,-0.025202387,0.233449406,0.572745181,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
1135,106.7211764,0.182949461,0.566564995,-1.009743679,-0.844699252,-0.549226579,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
1136,100.5414109,0.302309154,-0.73153383,0.143472523,0.153376836,0.471588674,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1
1137,102.331467,0.598892801,1.504328449,0.69463757,-0.348318385,-2.079575132,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
1138,100.8913156,0.506511927,-0.115032226,1.035564154,-1.729859346,-0.988548383,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0
1139,101.3573458,-1.05933992,0.262413564,-0.535002959,-1.135164236,-0.121125463,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
1140,102.4641776,-0.524783579,0.874780697,0.100792578,-2.29514088,-1.952568552,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1
1141,100.6155837,-0.33482952,-0.138362007,-1.001938184,0.502807939,0.540947829,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1142,99.25860265,-2.277612679,-0.30994326,-0.848781676,-2.298183534,0.18176935,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
1143,101.4742815,-0.606874643,0.83569,-0.196857013,-2.671701165,-0.799716945,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
1144,100.9878146,2.086011177,-0.690854119,-0.035056961,-0.81536094,-1.139168961,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
1145,102.2870445,-0.833281053,-0.796888754,2.400523227,0.485305198,0.173358259,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
1146,100.2304361,-1.337604549,-0.007918184,0.048541945,-0.145196711,-1.389825483,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1
1147,98.99441677,-0.892254248,0.12791901,-0.370987316,0.29149291,1.380588634,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1
1148,99.5835916,0.55829464,-0.857492794,0.064142743,0.606058778,0.26638851,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0
1149,100.8754772,-1.31579673,-0.650546634,-0.619362851,-1.328914113,-0.885170499,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
1150,102.6961964,0.348648275,-1.368543797,-0.009984074,-0.333164485,-1.944431437,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1
1151,101.1118785,1.435793147,0.579253212,-1.573228422,-0.277337748,0.072300605,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1
1152,101.024748,-1.469682936,-0.309540479,0.691995212,-0.587105293,1.443909685,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
1153,102.3907636,-0.89540223,1.253479498,1.961597461,0.052273825,1.291409505,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
1154,99.67778035,-0.493700984,-0.262803184,0.875991217,-0.889523769,0.523642928,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
1155,99.58022303,-2.422595865,-0.162406275,-1.284563072,0.642952577,0.878393367,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1156,102.2998582,-2.519647896,0.699231438,0.956387162,-1.548263254,-0.750009471,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
1157,100.3322149,1.50366935,0.024222727,-0.691492793,-1.479597006,0.285984704,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1158,101.0431085,-0.414700637,-0.223313238,1.023214327,-0.785315979,-0.542767177,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0
1159,99.68997412,-0.098216068,-0.81677686,0.328714704,-0.298510676,-0.08219786,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0
1160,101.4673181,0.309856419,-1.756765147,1.314743236,0.603058614,-0.174195938,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
1161,105.4348088,1.280267354,-1.781349107,-0.373245055,-0.328325751,-0.526912797,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1
1162,100.9207501,-1.588038361,0.16492477,-0.10293643,0.195310922,0.456900884,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1163,100.4092791,-1.297474427,0.709593107,0.271397254,0.075177812,0.001131717,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1
1164,101.9280263,-0.237327304,-1.015277143,0.462873973,0.262271831,0.731249616,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1
1165,101.6333983,-0.699282652,1.495888434,1.435166044,-0.408414152,0.653841621,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0
1166,102.44393,0.507360027,0.646124344,0.439205987,0.475048629,-0.804990847,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1167,101.6793733,0.260771991,-1.132611071,-0.396647011,0.289865752,-1.752456496,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
1168,100.1646631,-0.468041022,0.570454801,-0.426398648,-0.25782026,-1.355572217,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
1169,108.1135417,0.863782878,-2.237224543,-1.254414685,0.342295705,-0.674463986,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
1170,100.526421,0.368254024,0.943927986,-1.258382906,1.58779652,-1.025360676,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
1171,102.6863919,0.257641322,-0.253323393,0.19170985,2.282307584,-1.003556349,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
1172,101.2621069,1.183279007,-0.506714181,0.426991191,-0.123512295,0.872032875,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1
1173,100.8004061,1.328550557,0.656409533,0.460846367,-0.279785183,-0.383056817,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1
1174,102.9450003,0.209006094,1.410748136,0.689734933,1.905447795,0.281132622,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1
1175,100.8664424,-1.375152093,-0.977883123,-0.311375651,0.731825219,-0.057044949,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
1176,107.6862996,0.130388581,-0.999217404,0.038617698,-0.1952823,0.82956247,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
1177,101.939986,-1.612911184,-0.749857407,-1.49640798,-1.811246948,-0.123117393,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
1178,101.5174649,1.081064393,0.948029404,2.767134562,1.050863644,-0.316345606,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1
1179,101.7251181,-0.723951368,-1.761146001,-0.349930223,1.081010528,-1.601837123,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
1180,101.8977971,0.610757948,-0.414191123,-1.281974872,0.158137401,-0.193383407,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0
1181,100.7748034,0.236356252,-0.292979784,-1.33849263,0.191862062,0.465834188,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1182,101.3607246,-0.962939129,1.051246073,-1.324789259,1.022784789,-0.662274325,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1
1183,101.9901275,-0.118461371,0.822503369,0.002492059,-1.509217549,-0.528808378,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1
1184,101.9647602,-0.746126548,1.630694541,-0.429852,0.088305323,-0.740374681,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1
1185,99.79313965,-0.16783877,0.318494225,0.448990605,1.163291271,0.719022544,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0
1186,98.41116223,0.892683116,-2.400586447,-1.287441302,1.172559798,-0.005402884,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1
1187,100.0280292,0.267523884,-2.466305453,-0.197743642,-1.172070254,1.581825749,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
1188,100.9142326,-0.900103842,1.275649193,-1.255202111,-0.709471359,-0.41686966,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0
1189,101.9825695,0.501681656,0.385449777,-1.728743578,-1.106507666,-1.229377129,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1
1190,101.0461052,0.464025652,-1.102993045,0.163051909,0.617102215,0.459795992,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0
1191,102.485834,-0.319709743,1.103766096,-1.070752049,0.48394688,1.512567747,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1
1192,103.3078711,-0.384946566,1.859059134,0.403510194,0.583819755,-1.692509848,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0
1193,107.0984373,-1.729046197,1.170148449,-0.032610739,-0.625057461,-0.800519155,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0
1194,100.6490762,-0.659555547,0.13617485,-1.023981987,0.177691882,1.91562592,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1
1195,106.5932092,-0.386392346,-0.226547598,0.104689849,1.348318882,0.459316564,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
1196,101.0249632,-0.686266594,0.970592932,0.722630483,1.759926809,-0.140250912,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0
1197,107.0888049,-0.330401878,-0.440582908,0.907090069,-1.676632372,-0.654847784,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0
1198,102.7323381,0.193348416,-0.022527752,1.218773854,0.465012498,0.000638002,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
1199,100.3463452,-0.924067935,-2.437694375,-1.053534656,-0.413160443,-2.963089371,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
1200,98.35992851,0.691153895,0.052531519,-0.659977669,1.178387133,2.484708777,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0
1201,108.8738534,-1.704759646,-0.284822861,0.648370898,-0.529587932,0.508095172,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0
1202,101.1535221,-0.043785825,1.388935302,-1.326073215,0.15944611,1.509672499,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
1203,105.4802566,1.442072662,-1.449066716,-0.373750171,1.481436844,-1.408149939,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0
1204,100.1319416,0.244932793,-0.038082366,-0.934709865,-2.354644191,0.443670428,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0
1205,103.1737999,0.624483787,1.290148231,-0.844465656,0.209684706,-0.363697723,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1
1206,101.939289,-1.160007126,1.178143129,-1.087123093,-0.023251087,-1.177087376,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
1207,105.5367225,-0.48536924,-0.486900082,-0.38196152,-0.277661354,-0.622493406,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0
1208,99.87915337,-0.841457343,-0.378409686,-0.177786662,0.053392827,1.756608882,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1
1209,102.1735769,0.536575407,0.299881078,-0.50203732,0.14675922,-0.757905127,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1210,103.1768935,1.720243448,0.227064992,0.974102331,0.082635142,-0.859119642,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
1211,99.56212877,0.356724342,-1.022933018,-0.073048724,2.853544684,1.346923024,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1
1212,102.5001601,0.581274019,-0.583269218,-0.882584546,-1.462200591,-0.529278203,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1213,99.3746305,0.080116575,-0.796225054,0.316317206,-1.300332377,0.614740242,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1
1214,101.3698189,-0.220765827,-0.868708928,-0.828175442,-0.755882231,-0.175680456,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0
1215,102.6447149,-1.749954035,0.314679864,0.043840649,-0.191137798,-0.834524552,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1216,101.7320104,0.966757212,0.16533349,0.191260388,0.262491749,-1.275075012,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
1217,102.0888733,0.827360808,-0.410480584,-0.322385215,1.343343764,-1.521793473,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
1218,101.8193509,-0.488441207,-0.514353017,-0.458884428,0.561961585,-1.196926111,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1
1219,100.3285065,-1.513904147,-1.189595873,-1.329011133,0.880556064,1.520828713,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1220,101.1762565,0.515307002,-0.322376106,2.336204592,-0.368120201,0.902972947,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1
1221,101.1346008,0.577295519,-0.196693871,-0.343876223,0.804986067,-0.94478885,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1
1222,101.2171251,-0.256787873,0.341214827,-0.20958519,0.262511394,-0.132186065,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1
1223,100.2006405,-0.217556982,-0.886691886,0.859922321,1.291732035,-1.103978483,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
1224,99.5127756,-0.23061075,-2.218939722,0.784740958,0.222225077,-1.120212673,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1
1225,101.1960982,0.207394726,0.593320204,-0.272419648,-0.56103407,-0.845965865,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1
1226,98.9542291,-0.753434132,-0.524025015,-1.45843159,0.410638432,-0.235055958,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
1227,99.98746868,0.364919404,-2.620715204,0.401162713,1.410473462,-0.130737575,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0
1228,105.7766227,-1.679459143,0.592487694,-1.875242114,-1.491757419,0.663808294,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0
1229,101.0972067,-0.126026994,0.551823143,0.651313624,0.760356983,-0.218019462,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0
1230,101.0386144,-0.402529883,-0.370618633,0.378072293,0.719140667,0.758948303,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
1231,101.6252721,0.414763542,-0.075111389,0.519994623,-0.063803522,-0.841352524,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0
1232,99.57130614,-0.26269019,-1.626425611,-1.314959544,0.177317244,-0.581959732,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1
1233,101.317978,1.197174535,1.126014464,0.191579839,-2.106755284,1.687080697,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
1234,100.3172871,1.767463215,0.257142732,-0.055511344,-1.572703971,-0.186070155,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0
